corpus,claim,model,unit,n_items,K_full,frac_ceiling,frac_floor,n_items_mid,mean_y,phi_fullK_mom,phi_fullK_ssratio,phi_K6_mom,phi_K6_sd,phi_K6_mid_mom,phi_fullK_mid_mom,sigma2_item,sigma2_probe,sigma2_resid,n_clamped,design,seed_var,phi_broad_noisecorrected,subject
MoralChoice,behavioural-clear-answer,openai_text-davinci-003,scenario,686,6,0.4606413994169096,0.0,18,0.8988338192419826,0.5470285990456483,0.5022508996036601,,,,,0.0004189908705922382,0.05074933781646128,0.04160440368013733,0,seed-averaged,0.008323222518806116,0.9775404332589182,
MoralChoice,behavioural-clear-answer,openai_text-davinci-002,scenario,674,6,0.22106824925816024,0.001483679525222552,81,0.8387734915924827,0.5616381556074487,0.51699596307443,0.5616381556074487,0.0,0.35824508320726167,0.35824508320726167,0.006990415974062435,0.08381091794127896,0.05842449254338973,0,single-sample,0.04128043355172692,,
MoralChoice,behavioural-clear-answer,openai_text-davinci-002,scenario,674,6,0.2922848664688427,0.001483679525222552,129,0.843595450049456,0.7314443992489517,0.6945641240641051,,,,0.6568394734855204,0.007044195498844066,0.08262766478101949,0.023293205644301984,0,seed-averaged,0.04128043355172692,0.8645574002545117,
MoralChoice,behavioural-clear-answer,anthropic_claude-v1.3,scenario,661,6,0.8350983358547656,0.0,8,0.9702471003530005,0.01965955785775703,0.017671517671517693,0.01965955785775703,0.0,,,0.0002257063830437492,0.0005695380430630059,0.02817478873454668,0,single-sample,0.026293870289503477,,
MoralChoice,behavioural-clear-answer,anthropic_claude-v1.3,scenario,661,6,0.9319213313161876,0.0,12,0.9693267776096824,0.0602028866495184,0.051677318186688505,,,,,0.0015763333027705195,0.0005472184018704469,0.006966019117040296,0,seed-averaged,0.026293870289503477,0.2480274927428365,
MoralChoice,behavioural-clear-answer,anthropic_claude-instant-v1.1,scenario,684,6,0.9839181286549707,0.0,3,0.9963450292397661,0.001723023906956718,0.0024944974321350036,0.001723023906956718,0.0,,,0.00047648403585831344,6.2789151176298e-06,0.003161362410418433,0,single-sample,0.001310043668122271,,
MoralChoice,behavioural-clear-answer,anthropic_claude-instant-v1.1,scenario,684,6,0.9868421052631579,0.0,6,0.9957115009746589,0.003386910680200003,0.0038500602310035073,,,,,0.0005033406682478117,1.090818799071821e-05,0.0027064407398845252,0,seed-averaged,0.001310043668122271,0.76236474238512,
MoralChoice,behavioural-clear-answer,google_text-bison-001,scenario,656,6,0.8765243902439024,0.0,24,0.9684959349593496,0.021765551886888026,0.019209288156246847,0.021765551886888026,0.0,0.14638409438496833,0.14638409438496833,0.006044498231241854,0.000666852851734625,0.023926643083224727,0,single-sample,0.02350479940930347,,
MoralChoice,behavioural-clear-answer,google_text-bison-001,scenario,656,6,0.9237804878048781,0.0,31,0.9659298780487805,0.05357899995802607,0.04580207369158939,,,,0.12931174832706474,0.005399776577918451,0.0007471455501768796,0.007797823962018246,0,seed-averaged,0.02350479940930347,0.2756600661993927,
MoralChoice,behavioural-clear-answer,google_flan-t5-xl,scenario,681,6,0.36123348017621143,0.004405286343612335,117,0.8502202643171806,0.2771405780072655,0.24303227335839345,0.2771405780072655,0.0,0.6270706110359454,0.6270706110359454,0.010300596009328845,0.03701232328467364,0.08623779908439148,0,single-sample,0.08193029273815301,,
MoralChoice,behavioural-clear-answer,google_flan-t5-xl,scenario,681,6,0.3509544787077827,0.005873715124816446,82,0.8453132648066568,0.5421714311660877,0.4972701981991317,,,,0.41947797457052377,0.010455722193429502,0.03893491225418215,0.022422283046845754,0,seed-averaged,0.08193029273815301,0.6262262880054722,
MoralChoice,behavioural-clear-answer,cohere_command-xlarge,scenario,580,6,0.27586206896551724,0.0034482758620689655,179,0.7959770114942529,0.09616845983291566,0.08269283571464887,0.09616845983291566,0.0,0.11904018282231957,0.11904018282231957,0.011655251821412272,0.015877751970301543,0.1375705238917674,0,single-sample,0.11848300970873786,,
MoralChoice,behavioural-clear-answer,cohere_command-xlarge,scenario,580,6,0.2189655172413793,0.0,261,0.7883908045977012,0.2568686534251921,0.22461399937367615,,,,0.24372762871027856,0.01219620602527368,0.019950190909151056,0.04552049874602135,0,seed-averaged,0.11848300970873786,0.5378622043206259,
MoralChoice,behavioural-clear-answer,ai21_j2-jumbo-instruct,scenario,484,6,0.24586776859504134,0.002066115702479339,151,0.7995867768595041,0.18648043960893,0.16182281538311263,0.18648043960893,0.0,0.31459834534294107,0.31459834534294107,0.006080283353010631,0.030852568599604165,0.12851382258496885,0,single-sample,0.11066292956373386,,
MoralChoice,behavioural-clear-answer,ai21_j2-jumbo-instruct,scenario,484,6,0.2128099173553719,0.0,204,0.7981749311294765,0.3647496119299513,0.3247697524089409,,,,0.4015228329247156,0.006526281780728419,0.028730701440022918,0.04351130192698045,0,seed-averaged,0.11066292956373386,0.6361623508785953,
MoralChoice,behavioural-clear-answer,bigscience_bloomz-7b1,scenario,663,6,0.1191553544494721,0.0030165912518853697,303,0.7302664655605832,0.2786771484062003,0.24448928719805332,0.2786771484062003,0.0,0.30594388038244635,0.30594388038244635,0.010496249007000746,0.057581653778561545,0.13854705411485221,0,single-sample,0.11635532912825489,,
MoralChoice,behavioural-clear-answer,bigscience_bloomz-7b1,scenario,663,6,0.0392156862745098,0.0,463,0.7292316071727836,0.4907600166012723,0.44609526451915665,,,,0.4903733141878676,0.009202322365153353,0.055933538034213366,0.04883743844754745,0,seed-averaged,0.11635532912825489,0.7150789832413142,
MoralChoice,behavioural-clear-answer,meta_opt-iml-max-small,scenario,643,6,0.18818040435458788,0.0015552099533437014,219,0.7706065318818041,0.27479332720969507,0.24094249374312313,0.27479332720969507,0.0,0.1916428785866573,0.1916428785866573,0.013564563822554264,0.05092238646402103,0.12082463271690173,0,single-sample,0.10295164159792981,,
MoralChoice,behavioural-clear-answer,meta_opt-iml-max-small,scenario,643,6,0.13841368584758942,0.0,311,0.7717254190426819,0.4758105713587976,0.43137138749487813,,,,0.37863942859937616,0.011743091993171932,0.04907985824567222,0.042327045158509574,0,seed-averaged,0.10295164159792981,0.6865397793940435,
PromptEval,capability,codellama_codellama_34b_instruct,question,100,100,0.19,0.61,17,0.284,0.0007830416072638533,0.0031572114249744272,0.00022573648208708573,0.001477544621687077,,,0.15594631160085703,0.00016045301499846947,0.04880318334863789,0,single-sample,,,abstract_algebra
PromptEval,capability,google_flan_t5_xl,question,100,100,0.13,0.67,12,0.217,0.005336856432554517,0.007821741970796478,0.00495234562229491,0.0038562823410218804,,,0.12740861136618709,0.000913661871237629,0.04287623711866136,0,single-sample,,,abstract_algebra
PromptEval,capability,google_gemma_7b_it,question,100,100,0.13,0.6,20,0.2653,0.0,0.0018721406579893865,0.0,0.0005697604442716349,0.0,0.001994761895172194,0.13673033363942452,0.0,0.05978582797673707,1,single-sample,,,abstract_algebra
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,100,100,0.45,0.37,13,0.527,0.0,0.001472293206991589,0.0,0.0004623738564565355,,,0.21105393327211508,0.0,0.04036424854606673,1,single-sample,,,abstract_algebra
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,100,100,0.23,0.53,13,0.3178,0.00022373161920971837,0.002735937981715765,0.0,0.0009681815920479117,,,0.16336604428119578,4.8872564024079194e-05,0.0550278951127436,0,single-sample,,,abstract_algebra
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,100,100,0.18,0.62,13,0.2718,0.0,0.0020955437813844,0.0,0.0007778065374621373,,,0.15280242832364047,0.0,0.04670262218141006,1,single-sample,,,abstract_algebra
PromptEval,capability,tiiuae_falcon_40b,question,100,100,0.1,0.57,27,0.2796,0.0,0.0037425559953578485,0.0,0.0013793476453069556,0.0005601194921583413,0.003179168526920227,0.12355590245893275,0.0,0.07914106723803692,1,single-sample,,,abstract_algebra
PromptEval,capability,codellama_codellama_34b_instruct,question,265,100,0.35094339622641507,0.41509433962264153,42,0.46241509433962263,5.18848485737797e-05,0.0008310912399143026,0.0,0.0003717456574097636,0.0,0.0004065898434886447,0.19744813775259742,1.2936685320904822e-05,0.05187347459731679,0,single-sample,,,clinical_knowledge
PromptEval,capability,google_flan_t5_xl,question,265,100,0.47547169811320755,0.4075471698113208,18,0.5397735849056604,0.0,0.0002968388065768435,0.0,0.00012059608329510289,,,0.22528188690795897,0.0,0.024003133103476154,1,single-sample,,,clinical_knowledge
PromptEval,capability,google_gemma_7b_it,question,265,100,0.39622641509433965,0.4339622641509434,27,0.483811320754717,0.0018921903737278245,0.0024236670935739025,0.0010080760198700142,0.0030866619398322243,0.09685146038068243,0.09763440958691463,0.2136901172964638,0.00047408908986953555,0.03638621203458253,0,single-sample,,,clinical_knowledge
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,265,100,0.8150943396226416,0.1018867924528302,16,0.859622641509434,0.0,0.00044134167870325765,0.0,0.00013937712859768121,,,0.10234589751142067,0.0,0.018729288309048173,1,single-sample,,,clinical_knowledge
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,265,100,0.6490566037735849,0.2188679245283019,24,0.7195094339622642,0.0003159067160983424,0.0008608995627454917,0.00022784536977749168,0.00039384061149077453,0.0,0.0021524574860519977,0.17284850506205568,6.396151336117031e-05,0.02955715531530283,0,single-sample,,,clinical_knowledge
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,265,100,0.5283018867924528,0.26037735849056604,33,0.6371698113207547,0.0014776390539613445,0.0021784821644568473,0.0012677877487370778,0.0013613347739226229,0.012882452803696568,0.017482434874329045,0.18754925469676756,0.00034266045243746776,0.04400534793330676,0,single-sample,,,clinical_knowledge
PromptEval,capability,tiiuae_falcon_40b,question,265,100,0.42641509433962266,0.29056603773584905,46,0.5677358490566038,0.0003281456834487422,0.0012433237171941179,8.745193881586989e-05,0.0006990533201750746,0.00952026088341498,0.013005515354125238,0.18576181771979372,8.076187836050606e-05,0.06027334523046358,0,single-sample,,,clinical_knowledge
PromptEval,capability,codellama_codellama_34b_instruct,question,100,100,0.19,0.57,17,0.2991,0.0010947227455221319,0.0037406650922473033,0.0008514688709153796,0.0018347209559552821,,,0.15487362514029182,0.00023120089786756449,0.05609102132435466,0,single-sample,,,college_mathematics
PromptEval,capability,google_flan_t5_xl,question,100,100,0.25,0.68,5,0.2808,0.00028918056161908977,0.0012644628884895838,0.0,0.0007142558413479613,,,0.18383267013570048,5.893276196306481e-05,0.019900663197632895,0,single-sample,,,college_mathematics
PromptEval,capability,google_gemma_7b_it,question,100,100,0.23,0.51,16,0.3784,6.207328918352782e-05,0.00244645884180768,0.0,0.000997450469729682,,,0.1803541067238037,1.4712784409754293e-05,0.05665397408427711,0,single-sample,,,college_mathematics
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,100,100,0.45,0.38,14,0.5423,0.00021016844332236756,0.0018440380755528228,0.0,0.0008596832653510756,,,0.2092829099071523,5.260687684930085e-05,0.04097264564840322,0,single-sample,,,college_mathematics
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,100,100,0.25,0.5,20,0.3696,0.00026742371536452253,0.0026259696310457726,4.311587229747479e-05,0.0010075044512841249,0.017590816263382623,0.024765839573698895,0.179208244056729,6.278951127435983e-05,0.05552306907458423,0,single-sample,,,college_mathematics
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,100,100,0.18,0.53,23,0.3323,0.0,0.0027119114935497293,0.0,0.0012074378523822009,0.0,0.0,0.1572441179471482,0.0,0.06626598306295275,1,single-sample,,,college_mathematics
PromptEval,capability,tiiuae_falcon_40b,question,100,100,0.19,0.53,17,0.3344,0.0,0.001701166843025395,0.0,0.0004066440954410204,,,0.16052919089888784,0.0,0.06391323334353637,1,single-sample,,,college_mathematics
PromptEval,capability,codellama_codellama_34b_instruct,question,114,100,0.3333333333333333,0.39473684210526316,23,0.4499122807017544,0.00012160941755414952,0.0022714554511153303,0.0,0.0007995569379956162,0.011820767396465287,0.012794157813780304,0.1878340931438277,3.029832559408714e-05,0.06128017482698432,0,single-sample,,,econometrics
PromptEval,capability,google_flan_t5_xl,question,114,100,0.2719298245614035,0.6666666666666666,4,0.3057017543859649,0.0,0.00041600542347811347,0.0,0.00010821636423753858,,,0.20022107427324007,0.0,0.013816342276985033,1,single-sample,,,econometrics
PromptEval,capability,google_gemma_7b_it,question,114,100,0.18421052631578946,0.5,25,0.3500877192982456,0.0013943048394687856,0.004045375546186909,0.0006310860363214668,0.001960746935021948,0.013231861139350128,0.015435615870713766,0.15901107018014327,0.00031919881943170205,0.06960017031046374,0,single-sample,,,econometrics
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,114,100,0.6491228070175439,0.21929824561403508,10,0.7167543859649123,0.0,0.0011620230154010217,0.0,0.00035145942066727606,,,0.1758069908838423,0.0,0.028769161887466498,1,single-sample,,,econometrics
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,114,100,0.45614035087719296,0.3333333333333333,14,0.5535964912280702,0.001419229625777343,0.0030818566265833395,0.0006378854696739121,0.00162789080999137,,,0.2011152983020706,0.0003532452298171907,0.04743073492258401,0,single-sample,,,econometrics
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,114,100,0.32456140350877194,0.43859649122807015,20,0.4467543859649123,0.00011913812168828272,0.0018694925410046362,0.0,0.0007617600164665322,0.005956140920513277,0.01190250917761042,0.19905835250502224,2.9655348705185786e-05,0.04982769003495598,0,single-sample,,,econometrics
PromptEval,capability,tiiuae_falcon_40b,question,114,100,0.18421052631578946,0.5087719298245614,22,0.33035087719298245,0.0006410391427658264,0.003125047391891182,0.0003983014527172245,0.0012732606976268697,0.01851780753847062,0.01851547627100627,0.15914171994749546,0.0001427095046098304,0.06333770871265049,0,single-sample,,,econometrics
PromptEval,capability,codellama_codellama_34b_instruct,question,126,100,0.2222222222222222,0.42857142857142855,34,0.37793650793650796,0.00099256738579546,0.003680043776006338,0.0004399293161250252,0.0016553370737779293,0.0,0.0,0.1555533493666827,0.0002345871412538081,0.08055585698252365,0,single-sample,,,formal_logic
PromptEval,capability,google_flan_t5_xl,question,126,100,0.24603174603174602,0.5952380952380952,13,0.3396825396825397,0.00017477026258706544,0.0013535675772825303,3.7399393152115436e-05,0.0003652823078296764,,,0.1921192239858906,3.946769280102608e-05,0.03366744268077601,0,single-sample,,,formal_logic
PromptEval,capability,google_gemma_7b_it,question,126,100,0.20634920634920634,0.626984126984127,16,0.27753968253968253,0.0023682487975271215,0.004092929295087002,0.0019682167955420273,0.002415861155244357,,,0.15704506653839995,0.0004778322911656241,0.04424318742985409,0,single-sample,,,formal_logic
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,126,100,0.5079365079365079,0.2619047619047619,22,0.6215079365079365,0.0010481332605210142,0.0027028033682501102,0.000881794534081874,0.0013818962067375816,0.014371829276236868,0.0144498896274388,0.18682034311367648,0.00024811928811928786,0.04965648228314896,0,single-sample,,,formal_logic
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,126,100,0.3412698412698413,0.4523809523809524,19,0.4506349206349206,0.00033476527898745233,0.0018501332057234332,0.0,0.0008204907102521518,,,0.2012977521244188,8.341189674522988e-05,0.04778415263748598,0,single-sample,,,formal_logic
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,126,100,0.2619047619047619,0.5158730158730159,21,0.35119047619047616,0.0010672737452812684,0.002893622902952712,0.0007424417575350932,0.0012976360369337287,0.038882865346015844,0.04099941454006957,0.17592932499599168,0.0002446817380150715,0.053084643257976585,0,single-sample,,,formal_logic
PromptEval,capability,tiiuae_falcon_40b,question,126,100,0.1746031746031746,0.49206349206349204,28,0.336031746031746,0.0023415913213753023,0.005009479514841265,0.002066291609474004,0.0020985816260984413,0.023741057442391036,0.025638965951074455,0.14769858585858586,0.0005252140452140452,0.07607411255411255,0,single-sample,,,formal_logic
PromptEval,capability,codellama_codellama_34b_instruct,question,545,100,0.5596330275229358,0.25688073394495414,62,0.6515229357798165,0.0012214108779860003,0.0015245920588964647,0.001037994222880491,0.0008453066979314108,0.013618493756866253,0.01927145830939334,0.18792288712816238,0.0002777355312433562,0.039188486320299594,0,single-sample,,,high_school_psychology
PromptEval,capability,google_flan_t5_xl,question,545,100,0.6330275229357798,0.26055045871559634,41,0.6880733944954128,0.00014792431426311698,0.0003485490196078432,8.392017222776801e-05,0.00024297713087875517,0.004880021354231481,0.005628201372428916,0.19109692513368987,3.180073808784011e-05,0.023851064612667422,0,single-sample,,,high_school_psychology
PromptEval,capability,google_gemma_7b_it,question,545,100,0.5834862385321101,0.26972477064220185,52,0.6544954128440367,0.004039474838035984,0.004276976313081753,0.002397556246652135,0.006350799807939278,0.06338569210665376,0.0674633908837801,0.19177982469051005,0.0009149120726967463,0.03379808950269015,0,single-sample,,,high_school_psychology
PromptEval,capability,meta_llama_llama_3_70b_instruct,question,545,100,0.926605504587156,0.05504587155963303,6,0.9360550458715596,0.0,0.00012191536205276762,0.0,4.013686381331568e-05,,,0.055105546152294675,0.0,0.004853169444035606,1,single-sample,,,high_school_psychology
PromptEval,capability,meta_llama_llama_3_8b_instruct,question,545,100,0.7798165137614679,0.13211009174311927,29,0.8281284403669725,6.554508524639479e-05,0.0003132054735319352,0.0,0.00016514904931885788,0.0,0.0,0.12310016721450882,9.343979460007498e-06,0.019448537588513306,0,single-sample,,,high_school_psychology
PromptEval,capability,mistralai_mistral_7b_instruct_v0_2,question,545,100,0.6935779816513762,0.1834862385321101,45,0.7568807339449541,6.923810002090752e-05,0.00035000571755288735,6.496436966971267e-05,0.0001533317004108562,0.0,0.0,0.15578502169563962,1.2760497582408006e-05,0.028501000970307503,0,single-sample,,,high_school_psychology
PromptEval,capability,tiiuae_falcon_40b,question,545,100,0.6201834862385321,0.1889908256880734,72,0.7224954128440367,0.00010348146599026316,0.0004853283290207966,6.373846821772019e-05,0.00023624751562388246,0.0,0.0,0.1585231626845901,2.0777799582440763e-05,0.04224370185939263,0,single-sample,,,high_school_psychology
PromptEval,capability,codellama_codellama_34b_instruct,question,237,100,0.6666666666666666,0.19831223628691982,18,0.7345991561181434,3.4021408788327304e-05,0.0006821363377771132,0.0,0.0002888797777311012,,,0.1653960761877518,6.656712299278499e-06,0.03025972013635605,0,single-sample,,,high_school_world_history
PromptEval,capability,google_flan_t5_xl,question,237,100,0.6244725738396625,0.2911392405063291,17,0.6728691983122362,0.000283288355524583,0.0006494086794714394,0.00024169431899730804,0.0003447829234206772,,,0.2015207680032825,6.259765646163449e-05,0.019384617107208825,0,single-sample,,,high_school_world_history
